"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US99018","ZCTA5 99018","98","25","5.1","4.4","4.1","6.7","13.3","13.0","6.1","4.5","12.2","10.5","27.6","13.5","5.1","4.8","24.5","14.5","2.0","2.7","0.0","29.2","57647","11567","61872","12846","34.7","(X)","(X)","(X)","(X)","(X)","65","22","4.6","5.8","0.0","38.2","13.8","17.8","6.2","7.7","18.5","14.9","27.7","18.9","6.2","6.7","20.0","16.1","3.1","4.2","0.0","38.2","56250","14365","61692","13351","(X)","(X)","29.2","(X)","(X)","(X)","54","20","3.7","5.6","0.0","41.9","16.7","21.1","7.4","9.2","9.3","12.2","31.5","23.0","7.4","8.2","20.4","20.0","3.7","5.1","0.0","41.9","57500","12514","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33","19","6.1","9.0","12.1","19.3","12.1","14.4","6.1","8.7","3.0","9.2","27.3","29.0","0.0","53.6","33.3","27.8","0.0","53.6","0.0","53.6","58472","32981","61218","22388","(X)","(X)","(X)","(X)","42.4","(X)"
"8600000US99019","ZCTA5 99019","4919","266","4.0","2.1","2.8","1.6","3.1","1.5","4.1","1.8","13.9","4.4","15.0","4.4","17.1","4.8","14.8","4.3","14.1","4.0","11.2","2.9","85131","7538","115527","11431","27.1","(X)","(X)","(X)","(X)","(X)","3368","266","1.9","1.8","1.3","1.5","0.0","1.0","4.8","3.2","15.2","5.6","13.1","4.3","15.1","5.2","15.2","5.5","20.7","5.7","12.9","3.5","98547","13057","134670","14607","(X)","(X)","30.6","(X)","(X)","(X)","2745","251","0.6","1.0","0.6","1.0","0.0","1.3","1.9","1.5","10.4","4.2","13.5","4.8","15.4","5.6","17.9","6.3","24.0","6.2","15.8","4.3","124712","23652","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1551","315","8.6","4.9","6.1","4.0","9.7","4.8","6.6","4.6","14.6","9.2","20.1","10.8","14.7","8.3","13.9","7.2","1.5","2.4","4.1","3.3","55236","10612","67362","13357","(X)","(X)","(X)","(X)","16.0","(X)"
"8600000US99020","ZCTA5 99020","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US99021","ZCTA5 99021","3709","207","3.4","1.8","1.7","1.1","6.1","2.7","10.1","3.5","12.5","3.9","17.6","3.3","15.9","3.6","16.4","5.2","8.5","3.7","7.7","2.9","73091","7472","91537","8043","36.0","(X)","(X)","(X)","(X)","(X)","2882","226","1.9","1.8","0.2","0.4","3.0","2.0","6.3","3.3","10.5","4.0","20.1","4.6","17.9","4.2","19.5","6.4","10.7","4.7","9.9","3.6","83971","7234","106301","9306","(X)","(X)","36.1","(X)","(X)","(X)","2464","242","0.8","1.3","0.0","1.4","1.3","1.1","6.2","3.6","7.1","3.8","18.9","4.3","18.9","4.8","22.8","7.1","12.5","5.4","11.6","4.3","93750","9631","N","N","(X)","(X)","(X)","(X)","(X)","(X)","827","176","12.0","6.4","7.6","5.0","12.9","8.5","24.4","9.9","19.6","10.0","13.5","6.1","8.8","7.0","0.0","4.1","1.1","1.6","0.0","4.1","30254","4678","36321","5165","(X)","(X)","(X)","(X)","35.4","(X)"
"8600000US99022","ZCTA5 99022","3124","277","4.2","3.1","4.4","2.5","6.4","3.5","11.5","6.3","7.1","3.3","18.1","6.0","20.3","5.4","19.5","5.9","4.6","2.7","3.8","2.1","71733","13148","78923","6912","28.9","(X)","(X)","(X)","(X)","(X)","2347","230","4.1","4.4","1.1","1.3","1.8","1.7","10.2","7.6","6.6","3.8","21.8","8.5","20.5","6.6","23.9","7.8","5.5","3.1","4.6","2.8","84369","15102","88805","9202","(X)","(X)","26.5","(X)","(X)","(X)","1894","234","0.9","1.6","0.0","1.8","0.9","1.4","10.5","7.0","6.3","4.5","20.0","8.1","22.9","6.8","26.7","8.7","6.2","3.9","5.7","3.5","90411","7661","N","N","(X)","(X)","(X)","(X)","(X)","(X)","777","216","13.1","10.3","14.7","9.2","22.0","13.0","15.4","10.2","8.9","8.3","11.1","7.2","4.9","5.0","6.4","6.0","3.5","4.1","0.0","4.4","25129","8896","39604","9793","(X)","(X)","(X)","(X)","27.5","(X)"
"8600000US99023","ZCTA5 99023","234","58","0.0","13.9","0.0","13.9","0.0","13.9","3.8","5.6","10.3","8.4","18.8","14.8","11.5","10.7","17.5","13.2","6.8","10.2","31.2","16.6","103571","53187","170493","51338","18.8","(X)","(X)","(X)","(X)","(X)","179","51","0.0","17.7","0.0","17.7","0.0","17.7","0.0","17.7","5.6","8.2","21.2","18.3","15.1","13.3","22.9","17.0","0.0","17.7","35.2","20.4","103839","50092","163734","50927","(X)","(X)","16.2","(X)","(X)","(X)","179","51","0.0","17.7","0.0","17.7","0.0","17.7","0.0","17.7","5.6","8.2","21.2","18.3","15.1","13.3","22.9","17.0","0.0","17.7","35.2","20.4","103839","50092","N","N","(X)","(X)","(X)","(X)","(X)","(X)","55","37","0.0","41.5","0.0","41.5","0.0","41.5","16.4","24.5","25.5","38.0","10.9","21.8","0.0","41.5","0.0","41.5","29.1","38.8","18.2","28.0","-","**","192489","169111","(X)","(X)","(X)","(X)","27.3","(X)"
"8600000US99025","ZCTA5 99025","2029","198","2.2","1.8","0.0","1.7","6.2","4.3","5.7","3.9","16.1","5.9","18.7","6.6","11.9","5.6","28.7","8.1","7.2","3.8","3.2","2.7","75698","8299","86156","7701","35.9","(X)","(X)","(X)","(X)","(X)","1667","190","0.0","2.1","2.6","3.2","1.9","2.3","5.7","4.2","14.6","6.7","20.5","7.3","10.5","5.3","32.3","8.9","8.0","4.5","3.9","3.3","83942","15423","91742","8536","(X)","(X)","34.7","(X)","(X)","(X)","1482","197","0.0","2.3","0.0","2.3","0.7","1.4","4.0","3.2","12.4","7.0","23.0","7.8","11.8","6.0","34.6","9.4","9.0","5.0","4.4","3.7","93824","21942","N","N","(X)","(X)","(X)","(X)","(X)","(X)","362","149","12.4","10.6","0.0","9.2","19.6","14.4","0.0","9.2","25.1","17.5","10.8","12.9","18.2","20.5","10.2","12.1","3.6","5.7","0.0","9.2","45403","30393","53740","13122","(X)","(X)","(X)","(X)","41.2","(X)"
"8600000US99026","ZCTA5 99026","3313","258","3.3","2.0","3.7","3.0","8.7","4.3","3.3","2.6","10.2","4.3","18.9","4.6","16.8","4.8","22.5","6.1","7.0","3.4","5.6","3.0","79044","11933","88696","8335","37.1","(X)","(X)","(X)","(X)","(X)","2483","233","1.6","1.5","2.5","3.5","5.1","3.6","4.1","3.4","8.9","4.5","16.1","5.7","21.7","6.2","26.9","7.1","5.6","2.7","7.5","4.0","91406","6545","97555","9806","(X)","(X)","38.0","(X)","(X)","(X)","2147","221","1.0","1.2","2.8","4.0","1.4","1.5","4.1","3.7","9.5","4.9","15.1","5.7","25.1","7.1","27.0","7.2","6.0","3.1","8.0","4.2","92951","4730","N","N","(X)","(X)","(X)","(X)","(X)","(X)","830","216","8.3","6.4","7.3","5.6","26.7","13.7","1.0","1.6","14.1","9.2","27.0","12.0","1.9","3.1","7.7","9.5","5.9","5.1","0.0","4.1","42083","19221","51282","13306","(X)","(X)","(X)","(X)","34.6","(X)"
"8600000US99027","ZCTA5 99027","2457","193","2.7","2.2","2.0","1.5","8.1","3.6","5.5","3.0","17.8","6.0","20.8","5.4","17.5","6.5","16.6","5.5","5.5","2.9","3.5","2.5","67945","7731","88670","14674","32.6","(X)","(X)","(X)","(X)","(X)","1841","196","1.7","1.9","0.0","1.9","4.5","2.9","3.9","3.2","14.8","7.1","22.2","6.2","24.1","8.2","20.6","7.3","4.6","3.3","3.5","2.9","77157","7416","100394","18580","(X)","(X)","32.3","(X)","(X)","(X)","1553","190","0.0","2.2","0.0","2.2","4.2","3.3","4.1","3.7","15.0","8.0","25.3","6.9","19.3","7.7","23.1","8.3","4.8","3.9","4.2","3.4","78259","11749","N","N","(X)","(X)","(X)","(X)","(X)","(X)","616","175","5.7","6.9","8.1","5.8","18.8","10.4","11.4","7.4","29.1","11.5","13.3","10.0","3.2","5.1","7.1","5.6","0.0","5.5","3.2","5.2","37372","8463","47756","13635","(X)","(X)","(X)","(X)","31.2","(X)"
"8600000US99029","ZCTA5 99029","469","95","10.7","13.4","4.3","4.2","5.3","4.5","4.1","3.4","23.0","11.6","8.3","7.7","11.9","5.8","20.5","11.3","8.3","7.2","3.6","4.1","67760","38029","75744","16215","37.1","(X)","(X)","(X)","(X)","(X)","300","63","0.0","11.0","2.0","3.3","0.0","11.0","1.7","1.7","17.7","10.4","13.0","12.0","16.3","8.1","30.7","15.6","13.0","11.3","5.7","6.2","95000","23881","103209","15479","(X)","(X)","33.3","(X)","(X)","(X)","251","60","0.0","13.0","0.0","13.0","0.0","13.0","2.0","2.0","15.9","12.4","15.5","14.7","13.5","7.7","30.7","16.5","15.5","12.7","6.8","7.4","105551","20076","N","N","(X)","(X)","(X)","(X)","(X)","(X)","169","89","29.6","31.6","8.3","10.5","14.8","13.8","8.3","10.3","36.7","24.4","0.0","18.6","0.0","18.6","2.4","2.9","0.0","18.6","0.0","18.6","-","**","25200","11558","(X)","(X)","(X)","(X)","39.6","(X)"
"8600000US99030","ZCTA5 99030","439","70","10.5","7.6","1.1","1.2","12.8","7.4","8.4","6.4","15.3","8.4","15.0","6.1","14.6","9.8","10.9","4.9","8.2","5.2","3.2","4.8","52125","23385","73005","15280","26.0","(X)","(X)","(X)","(X)","(X)","265","64","13.6","13.9","0.0","12.4","6.0","5.9","4.5","6.2","9.1","7.3","18.5","8.4","14.0","8.1","15.8","8.1","13.2","9.0","5.3","7.8","74250","14366","93129","25701","(X)","(X)","27.2","(X)","(X)","(X)","250","63","12.8","14.6","0.0","13.0","6.0","5.9","4.8","6.5","8.0","7.9","18.4","8.9","14.4","8.6","16.0","8.6","14.0","9.6","5.6","8.3","75000","17894","N","N","(X)","(X)","(X)","(X)","(X)","(X)","174","55","5.7","7.8","2.9","3.4","23.0","17.7","14.4","14.1","24.7","18.5","11.5","8.1","13.8","19.3","3.4","4.5","0.6","1.4","0.0","18.1","35461","5989","42218","12902","(X)","(X)","(X)","(X)","24.1","(X)"
"8600000US99031","ZCTA5 99031","553","86","0.9","1.6","4.0","3.1","10.5","5.2","5.1","3.7","14.6","8.6","13.6","6.5","15.7","8.5","22.2","10.0","5.2","4.2","8.1","6.9","75375","11351","87731","14970","42.9","(X)","(X)","(X)","(X)","(X)","380","69","0.3","0.9","2.6","2.9","2.6","3.2","2.9","3.1","10.0","8.2","18.7","9.2","13.7","7.6","32.4","13.4","5.0","5.2","11.8","9.7","90833","26712","106288","18374","(X)","(X)","43.7","(X)","(X)","(X)","311","70","0.0","10.6","2.6","3.6","2.3","3.7","2.9","3.8","9.0","9.3","22.2","10.2","13.8","8.8","33.8","16.3","6.1","6.3","7.4","8.3","86406","29056","N","N","(X)","(X)","(X)","(X)","(X)","(X)","173","69","2.9","5.5","6.9","7.7","27.2","19.0","9.8","8.7","24.9","21.0","2.3","2.8","20.2","21.6","0.0","18.2","5.8","6.5","0.0","18.2","41058","21506","46750","13149","(X)","(X)","(X)","(X)","41.0","(X)"
"8600000US99032","ZCTA5 99032","314","64","3.5","2.9","6.7","3.8","11.1","5.2","11.5","5.5","19.1","6.3","16.9","6.3","8.3","5.3","14.0","5.5","7.3","4.4","1.6","2.6","46667","11313","67116","14874","52.2","(X)","(X)","(X)","(X)","(X)","218","51","3.7","3.7","2.8","4.0","7.8","5.5","11.5","6.2","15.1","7.7","26.6","10.2","3.7","3.3","16.1","7.4","10.6","6.2","2.3","3.8","59500","11113","77020","20870","(X)","(X)","50.9","(X)","(X)","(X)","174","43","2.3","2.3","1.7","2.3","8.0","6.9","11.5","7.1","17.8","9.9","21.3","10.2","4.6","4.1","16.7","8.4","13.2","7.6","2.9","4.7","59167","13555","N","N","(X)","(X)","(X)","(X)","(X)","(X)","96","33","3.1","3.6","18.8","11.5","19.8","12.7","11.5","11.9","25.0","14.9","6.3","5.4","10.4","14.5","5.2","5.3","0.0","29.7","0.0","29.7","31250","12524","38438","9232","(X)","(X)","(X)","(X)","50.0","(X)"
"8600000US99033","ZCTA5 99033","314","66","3.5","3.9","8.9","7.1","6.7","4.6","5.1","4.3","15.9","7.0","20.7","8.1","24.2","9.4","13.1","7.1","0.6","0.9","1.3","1.4","60469","12244","63463","7431","23.6","(X)","(X)","(X)","(X)","(X)","228","50","3.5","5.2","3.5","2.8","3.5","3.0","4.4","5.5","17.5","9.0","17.5","9.7","31.6","11.9","15.8","9.0","0.9","1.3","1.8","1.9","73750","17651","71968","8674","(X)","(X)","25.0","(X)","(X)","(X)","164","42","0.0","19.1","0.0","19.1","3.0","2.9","1.2","1.7","11.0","8.4","24.4","12.4","34.8","12.5","22.0","12.0","1.2","1.8","2.4","2.7","80938","12342","N","N","(X)","(X)","(X)","(X)","(X)","(X)","86","38","3.5","4.4","26.7","21.7","15.1","14.6","7.0","8.4","11.6","13.9","25.6","17.1","4.7","4.6","5.8","9.8","0.0","32.1","0.0","32.1","32500","30578","39272","11386","(X)","(X)","(X)","(X)","16.3","(X)"
"8600000US99034","ZCTA5 99034","16","26","0.0","76.9","0.0","76.9","0.0","76.9","100.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","-","**","N","N","0.0","(X)","(X)","(X)","(X)","(X)","16","26","0.0","76.9","0.0","76.9","0.0","76.9","100.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","-","**","N","N","(X)","(X)","0.0","(X)","(X)","(X)","16","26","0.0","76.9","0.0","76.9","0.0","76.9","100.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","0.0","76.9","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US99036","ZCTA5 99036","644","113","3.0","3.3","0.0","5.3","5.4","4.4","7.0","6.0","5.3","5.4","22.2","13.2","8.1","5.4","24.1","9.7","10.1","6.3","14.9","7.6","95625","43468","128759","26992","25.9","(X)","(X)","(X)","(X)","(X)","481","117","0.0","7.0","0.0","7.0","3.1","3.6","0.0","7.0","1.9","2.8","24.9","15.9","9.1","7.4","28.9","12.6","13.5","8.4","18.5","9.9","129125","28091","147437","32414","(X)","(X)","25.4","(X)","(X)","(X)","423","117","0.0","7.9","0.0","7.9","3.5","4.1","0.0","7.9","2.1","3.1","26.0","17.1","8.5","7.8","27.0","13.4","11.8","9.4","21.0","11.1","121989","30758","N","N","(X)","(X)","(X)","(X)","(X)","(X)","163","72","11.7","12.7","0.0","19.2","12.3","13.3","27.6","21.6","15.3","17.0","14.1","16.4","4.9","7.3","9.8","11.3","0.0","19.2","4.3","6.5","34632","18652","73640","49048","(X)","(X)","(X)","(X)","27.6","(X)"
"8600000US99037","ZCTA5 99037","5978","303","5.2","2.6","2.4","1.5","7.4","3.0","11.4","3.4","17.2","4.4","18.3","4.4","10.8","3.0","15.6","3.4","5.6","2.0","6.1","1.9","58000","6971","82946","7599","29.2","(X)","(X)","(X)","(X)","(X)","3976","263","6.7","3.8","1.4","1.6","4.4","2.6","6.2","4.2","12.2","4.3","18.2","4.9","13.7","3.5","21.4","5.2","7.2","2.7","8.7","2.9","77685","8519","100034","10631","(X)","(X)","28.4","(X)","(X)","(X)","3187","269","1.6","1.9","1.2","1.8","1.9","1.5","3.9","2.9","11.1","4.8","20.4","5.7","14.7","4.2","25.5","6.8","8.9","3.2","10.9","3.7","92730","13518","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2002","266","7.8","4.8","4.4","3.3","12.0","5.9","20.1","6.2","28.6","8.6","16.7","7.5","4.6","4.5","4.0","3.0","0.8","1.2","0.9","1.5","37632","4298","44662","6897","(X)","(X)","(X)","(X)","27.5","(X)"
"8600000US99039","ZCTA5 99039","32","14","0.0","54.4","0.0","54.4","6.3","10.1","28.1","26.6","34.4","22.7","28.1","23.7","0.0","54.4","3.1","6.8","0.0","54.4","0.0","54.4","42500","13789","46816","9802","25.0","(X)","(X)","(X)","(X)","(X)","15","9","0.0","79.5","0.0","79.5","0.0","79.5","0.0","79.5","53.3","31.4","40.0","30.5","0.0","79.5","6.7","14.4","0.0","79.5","0.0","79.5","49750","28340","60320","14026","(X)","(X)","20.0","(X)","(X)","(X)","11","10","0.0","92.8","0.0","92.8","0.0","92.8","0.0","92.8","54.5","41.5","36.4","44.1","0.0","92.8","9.1","19.0","0.0","92.8","0.0","92.8","49750","29248","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17","12","0.0","74.6","0.0","74.6","11.8","19.3","52.9","39.2","17.6","23.9","17.6","30.5","0.0","74.6","0.0","74.6","0.0","74.6","0.0","74.6","33438","11087","34906","8982","(X)","(X)","(X)","(X)","29.4","(X)"
"8600000US99040","ZCTA5 99040","293","38","16.0","6.5","7.2","3.8","19.1","7.3","19.1","7.8","11.9","5.8","14.3","6.5","3.4","2.8","5.5","3.7","2.7","2.8","0.7","1.2","28080","2577","40232","6888","49.5","(X)","(X)","(X)","(X)","(X)","148","31","4.1","4.5","2.7","4.0","17.6","8.1","21.6","12.2","14.2","9.3","20.9","9.9","1.4","2.0","10.8","7.0","5.4","5.5","1.4","2.3","41667","12475","55118","11210","(X)","(X)","49.3","(X)","(X)","(X)","45","19","0.0","45.9","0.0","45.9","15.6","15.7","6.7","10.2","13.3","15.7","11.1","12.4","4.4","6.8","26.7","18.7","17.8","16.3","4.4","7.6","94375","68771","N","N","(X)","(X)","(X)","(X)","(X)","(X)","145","33","32.4","12.1","11.7","6.6","17.9","10.4","16.6","10.3","9.7","7.4","7.6","7.1","4.1","4.2","0.0","21.2","0.0","21.2","0.0","21.2","17625","5059","23221","5430","(X)","(X)","(X)","(X)","49.7","(X)"
"8600000US99101","ZCTA5 99101","549","87","4.0","3.4","15.8","11.5","17.5","8.0","9.3","6.0","7.7","3.1","17.7","5.4","7.1","4.4","13.3","7.5","2.9","3.2","4.7","5.2","43207","18487","62317","15624","49.4","(X)","(X)","(X)","(X)","(X)","406","81","9.1","10.8","0.0","8.3","11.1","7.4","10.8","7.6","8.4","3.7","23.2","7.7","9.6","5.9","17.5","9.4","3.9","4.3","6.4","6.9","61167","10328","76411","19190","(X)","(X)","40.9","(X)","(X)","(X)","313","69","0.3","1.3","0.0","10.6","14.4","9.3","14.1","9.8","9.6","5.4","21.7","8.3","12.5","7.0","20.4","10.6","5.1","5.7","1.9","1.9","63438","9527","N","N","(X)","(X)","(X)","(X)","(X)","(X)","143","71","14.7","13.0","35.7","28.4","35.7","22.4","4.9","6.2","5.6","6.0","2.1","2.8","0.0","21.5","1.4","1.8","0.0","21.5","0.0","21.5","-","**","19668","5128","(X)","(X)","(X)","(X)","48.3","(X)"
"8600000US99102","ZCTA5 99102","230","59","5.2","6.7","0.9","1.9","13.0","9.4","10.9","8.1","17.4","11.1","7.4","6.5","30.0","13.8","5.2","4.6","10.0","8.2","0.0","14.1","68333","39277","68317","11379","15.2","(X)","(X)","(X)","(X)","(X)","138","47","7.2","8.8","0.0","22.2","15.9","14.3","8.0","10.5","2.9","5.2","8.0","8.9","34.8","17.6","6.5","7.4","16.7","13.8","0.0","22.2","79167","19765","77880","19109","(X)","(X)","16.7","(X)","(X)","(X)","97","39","0.0","29.4","0.0","29.4","14.4","16.7","9.3","13.7","0.0","29.4","8.2","11.1","35.1","21.3","9.3","11.1","23.7","19.0","0.0","29.4","86607","17446","N","N","(X)","(X)","(X)","(X)","(X)","(X)","92","45","9.8","15.1","2.2","4.8","8.7","9.3","7.6","8.1","39.1","22.6","9.8","12.9","22.8","18.9","0.0","30.6","0.0","30.6","0.0","30.6","47500","7764","50549","12130","(X)","(X)","(X)","(X)","13.0","(X)"
"8600000US99103","ZCTA5 99103","216","38","1.4","1.6","1.4","1.6","2.8","2.4","12.5","8.1","10.2","7.6","20.4","8.6","19.4","9.4","17.6","10.4","12.0","8.5","2.3","2.5","78333","32892","87953","15643","48.6","(X)","(X)","(X)","(X)","(X)","157","36","1.9","2.1","0.0","19.8","0.6","1.4","6.4","6.4","10.2","9.2","17.8","8.9","21.0","11.5","22.3","13.9","16.6","11.1","3.2","3.5","92019","13239","102726","18603","(X)","(X)","54.1","(X)","(X)","(X)","146","35","1.4","2.0","0.0","21.1","0.7","1.6","5.5","6.1","8.2","8.8","19.2","10.4","19.9","11.8","24.0","14.2","17.8","11.7","3.4","3.8","95313","13887","N","N","(X)","(X)","(X)","(X)","(X)","(X)","59","23","0.0","40.1","5.1","5.7","8.5","8.1","28.8","20.6","10.2","9.2","27.1","17.2","18.6","16.0","1.7","3.7","0.0","40.1","0.0","40.1","45625","20667","47508","9198","(X)","(X)","(X)","(X)","30.5","(X)"
"8600000US99105","ZCTA5 99105","19","10","10.5","12.8","0.0","70.6","15.8","19.6","15.8","16.2","10.5","17.1","15.8","15.7","26.3","24.1","0.0","70.6","5.3","16.9","0.0","70.6","49375","33783","56032","20863","31.6","(X)","(X)","(X)","(X)","(X)","10","9","0.0","97.3","0.0","97.3","0.0","97.3","30.0","26.5","0.0","97.3","30.0","25.2","30.0","33.0","0.0","97.3","10.0","27.5","0.0","97.3","67500","41374","72410","28181","(X)","(X)","30.0","(X)","(X)","(X)","7","6","0.0","100.0","0.0","100.0","0.0","100.0","14.3","23.2","0.0","100.0","42.9","40.8","42.9","42.2","0.0","100.0","0.0","100.0","0.0","100.0","73750","40390","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9","4","22.2","28.0","0.0","100.0","33.3","45.6","0.0","100.0","22.2","33.8","0.0","100.0","22.2","28.6","0.0","100.0","0.0","100.0","0.0","100.0","24375","10839","37833","25294","(X)","(X)","(X)","(X)","33.3","(X)"
"8600000US99109","ZCTA5 99109","2055","149","6.4","2.8","5.9","2.9","12.3","4.0","14.9","4.3","15.2","4.5","20.2","5.0","10.3","3.6","6.4","2.6","6.3","3.0","1.9","1.3","44512","7822","58734","5714","38.4","(X)","(X)","(X)","(X)","(X)","1315","149","3.5","2.7","3.3","3.6","4.6","2.8","11.0","4.7","16.0","5.7","25.5","6.4","15.7","5.5","9.1","3.7","8.7","4.3","2.5","2.0","58906","9548","72607","6831","(X)","(X)","41.4","(X)","(X)","(X)","1030","140","1.7","1.5","2.4","3.7","1.5","1.5","11.2","5.4","13.8","6.0","27.8","7.2","15.6","5.1","11.7","4.6","11.2","5.6","3.2","2.5","67188","9125","N","N","(X)","(X)","(X)","(X)","(X)","(X)","740","138","14.6","6.7","13.0","6.3","28.1","9.5","17.6","7.7","12.4","5.3","9.1","7.1","2.4","2.7","0.0","4.6","1.9","2.3","0.9","1.4","23333","3179","30780","5332","(X)","(X)","(X)","(X)","32.0","(X)"
"8600000US99110","ZCTA5 99110","672","164","12.6","9.6","2.1","3.6","16.2","10.9","12.5","10.6","10.7","8.2","20.1","10.4","6.3","5.5","14.9","8.1","3.3","3.5","1.3","2.2","41935","17761","57028","11613","25.9","(X)","(X)","(X)","(X)","(X)","472","119","0.0","7.1","6.6","9.2","0.0","7.1","17.8","14.3","15.3","12.1","30.3","14.7","8.9","7.8","18.4","10.5","0.8","3.0","1.9","3.1","60833","13665","67802","12650","(X)","(X)","30.9","(X)","(X)","(X)","410","94","0.0","8.2","0.0","8.2","0.0","8.2","20.5","16.1","10.0","8.2","34.9","15.5","10.2","8.8","21.2","11.9","1.0","3.4","2.2","3.5","63472","9811","N","N","(X)","(X)","(X)","(X)","(X)","(X)","200","104","42.5","27.0","7.0","13.5","39.0","27.5","0.0","16.0","0.0","16.0","5.0","7.9","0.0","16.0","6.5","10.4","0.0","16.0","0.0","16.0","-","**","21871","13010","(X)","(X)","(X)","(X)","5.0","(X)"
"8600000US99111","ZCTA5 99111","1689","216","6.6","3.9","4.0","2.7","10.6","5.0","12.6","5.2","7.1","3.0","23.9","6.1","12.4","3.7","17.7","4.4","3.6","2.5","1.7","1.6","52246","5258","69890","10309","35.9","(X)","(X)","(X)","(X)","(X)","983","147","1.3","1.8","2.4","3.9","3.2","2.8","9.9","5.5","5.5","3.6","23.6","6.5","18.8","5.9","27.4","6.6","6.1","4.2","1.8","2.2","84115","11069","85385","6764","(X)","(X)","34.3","(X)","(X)","(X)","852","136","0.2","0.4","2.8","4.4","3.6","3.3","8.6","5.8","4.0","3.2","23.2","7.1","18.8","6.5","29.6","7.2","7.0","4.8","2.1","2.5","89583","8457","N","N","(X)","(X)","(X)","(X)","(X)","(X)","706","154","13.9","9.7","6.2","3.8","21.0","11.8","17.7","9.1","9.3","5.5","22.8","10.7","5.1","4.2","2.5","2.6","0.0","4.8","1.4","2.2","30000","6952","47549","19780","(X)","(X)","(X)","(X)","38.2","(X)"
